Modified iata,Modified name,Modified city,Modified state,Modified country,Modified latitude,Modified longitude
Modified LOZ,Modified London-Corbin  Magee,Modified London,Modified KY,Modified USA,Modified 37.08727778,Modified -84.07677778
Modified LPC,Modified Lompoc,Modified Lompoc,Modified CA,Modified USA,Modified 34.66561028,Modified -120.4667883
Modified LPR,Modified Lorain Co Regional,Modified Lorain/Elyria,Modified OH,Modified USA,Modified 41.34427778,Modified -82.17763889
Modified LQK,Modified Pickens County,Modified Pickens,Modified SC,Modified USA,Modified 34.80997222,Modified -82.70288889
Modified LQR,Modified Larned-Pawnee County,Modified Larned,Modified KS,Modified USA,Modified 38.20809667,Modified -99.08607306
Modified LRD,Modified Laredo International,Modified Laredo,Modified TX,Modified USA,Modified 27.54373861,Modified -99.46154361
Modified LRG,Modified Lincoln Regional,Modified Lincoln,Modified ME,Modified USA,Modified 45.36216083,Modified -68.53474694
Modified LRJ,Modified Le Mars Municipal,Modified Le Mars,Modified IA,Modified USA,Modified 42.77801778,Modified -96.19368944
Modified LRU,Modified Las Cruces International,Modified Las Cruces,Modified NM,Modified USA,Modified 32.28941667,Modified -106.9219722
Modified LSB,Modified Lordsburg Municipal,Modified Lordsburg,Modified NM,Modified USA,Modified 32.33278083,Modified -108.6909742
Modified LSE,Modified La Crosse Municipal,Modified La Crosse,Modified WI,Modified USA,Modified 43.87937972,Modified -91.25653778
Modified LSK,Modified Lusk Muni,Modified Lusk,Modified WY,Modified USA,Modified 42.75380806,Modified -104.4045536
Modified LSN,Modified Los Banos Municipal,Modified Los Banos,Modified CA,Modified USA,Modified 37.06290556,Modified -120.8692511
Modified LUG,Modified Ellington,Modified Lewisburg,Modified TN,Modified USA,Modified 35.506975,Modified -86.80388611
Modified LUK,Modified Cincinnati Muni-Lunken,Modified Cincinnati,Modified OH,Modified USA,Modified 39.10334417,Modified -84.41861417
Modified LUL,Modified Hesler-Noble,Modified Laurel,Modified MS,Modified USA,Modified 31.67255139,Modified -89.17222417
Modified LUP,Modified Kalaupapa,Modified Kalaupapa,Modified HI,Modified USA,Modified 21.21104028,Modified -156.9735972
Modified LVJ,Modified Clover,Modified Houston,Modified TX,Modified USA,Modified 29.52130556,Modified -95.24216667
Modified LVK,Modified Livermore Municipal,Modified Livermore,Modified CA,Modified USA,Modified 37.69339944,Modified -121.8203519
Modified LVM,Modified Mission,Modified Livingston,Modified MT,Modified USA,Modified 45.69938889,Modified -110.4483056
Modified LVN,Modified Airlake,Modified Minneapolis,Modified MN,Modified USA,Modified 44.62785361,Modified -93.22810806
Modified LVS,Modified Las Vegas Municipal,Modified Las Vegas,Modified NM,Modified USA,Modified 35.65422222,Modified -105.1423889
Modified LWB,Modified Greenbrier Valley,Modified Lewisburg,Modified WV,Modified USA,Modified 37.85830556,Modified -80.39947222
Modified LWC,Modified Lawrence Municipal,Modified Lawrence,Modified KS,Modified USA,Modified 39.01115222,Modified -95.21657694
Modified LWD,Modified Lamoni Municipal,Modified Lamoni,Modified IA,Modified USA,Modified 40.63333306,Modified -93.90217028
Modified LWL,Modified Wells Municipal/Harriet,Modified Wells,Modified NV,Modified USA,Modified 41.11853306,Modified -114.9222661
Modified LWM,Modified Lawrence Municipal,Modified Lawrence,Modified MA,Modified USA,Modified 42.71720944,Modified -71.12343
Modified LWS,Modified Lewiston-Nez Perce County,Modified Lewiston,Modified ID,Modified USA,Modified 46.37449806,Modified -117.0153944
Modified LWT,Modified Lewistown Muni,Modified Lewistown,Modified MT,Modified USA,Modified 47.04913944,Modified -109.4666006
Modified LWV,Modified Lawrenceville-Vincennes Municipal,Modified Lawrenceville,Modified IL,Modified USA,Modified 38.76429639,Modified -87.60549556
Modified LXL,Modified Little Falls - Morrison County,Modified Little Falls,Modified MN,Modified USA,Modified 45.94943778,Modified -94.34708472
Modified LXN,Modified Lexington (Jim Kelly),Modified Lexington,Modified NE,Modified USA,Modified 40.791,Modified -99.77727778
Modified LXT,Modified Lee's Summit Municipal,Modified Lee's Summit,Modified MO,Modified USA,Modified 38.95975,Modified -94.37158333
Modified LXV,Modified Lake County,Modified Leadville,Modified CO,Modified USA,Modified 39.2202675,Modified -106.3166906
Modified LXY,Modified Mexia-Limestone County,Modified Mexia,Modified TX,Modified USA,Modified 31.63983472,Modified -96.51472222
Modified LYH,Modified Lynchburg Municipal-Preston Glenn,Modified Lynchburg,Modified VA,Modified USA,Modified 37.32668528,Modified -79.20043056
Modified LYO,Modified Lyons-Rice County Municipal,Modified Lyons,Modified KS,Modified USA,Modified 38.34261472,Modified -98.22709639
Modified LZU,Modified Gwinnett County,Modified Lawrenceville,Modified GA,Modified USA,Modified 33.97807611,Modified -83.96237722
Modified M01,Modified General Dewitt Spain,Modified Memphis,Modified TN,Modified USA,Modified 35.20069278,Modified -90.05397694
Modified M02,Modified Dickson Municipal,Modified Dickson,Modified TN,Modified USA,Modified 36.12931722,Modified -87.43007056
Modified M03,Modified Dennis F Cantrell,Modified Conway,Modified AR,Modified USA,Modified 35.08080778,Modified -92.42496167
Modified M04,Modified Covington Municipal,Modified Covington,Modified TN,Modified USA,Modified 35.583365,Modified -89.58722167
Modified M05,Modified Caruthersville Memorial,Modified Caruthersville,Modified MO,Modified USA,Modified 36.17506917,Modified -89.67508
Modified M08,Modified William L. Whitehurst,Modified Bolivar,Modified TN,Modified USA,Modified 35.21445944,Modified -89.04336222
Modified M09,Modified Piedmont Municipal,Modified Piedmont,Modified MO,Modified USA,Modified 37.12671694,Modified -90.7128975
Modified M11,Modified Copiah County,Modified Crystal Springs,Modified MS,Modified USA,Modified 31.90293639,Modified -90.36870222
Modified M13,Modified Poplarville-Pearl River County,Modified Poplarville,Modified MS,Modified USA,Modified 30.78602056,Modified -89.50450694
Modified M15,Modified Perry County,Modified Linden,Modified TN,Modified USA,Modified 35.59590306,Modified -87.87669361
Modified M16,Modified John Bell Williams,Modified Raymond,Modified MS,Modified USA,Modified 32.30334111,Modified -90.40848333
Modified M17,Modified Bolivar Municipal,Modified Bolivar,Modified MO,Modified USA,Modified 37.59693194,Modified -93.34765
Modified M18,Modified Hope Municipal,Modified Hope,Modified AR,Modified USA,Modified 33.72008889,Modified -93.65884556
Modified M19,Modified Newport Municipal,Modified Newport,Modified AR,Modified USA,Modified 35.63771778,Modified -91.17637556
Modified M21,Modified Muhlenberg County,Modified Greenville,Modified KY,Modified USA,Modified 37.22561111,Modified -87.15752778
Modified M22,Modified Russellville Municipal,Modified Russellville,Modified AL,Modified USA,Modified 34.44953972,Modified -87.71030833
Modified M23,Modified James H. Easom,Modified Newton,Modified MS,Modified USA,Modified 32.31181111,Modified -89.13589194
Modified M24,Modified Dean Griffin Memorial,Modified Wiggins,Modified MS,Modified USA,Modified 30.84324389,Modified -89.15977333
Modified M25,Modified Mayfield-Graves County,Modified Mayfield,Modified KY,Modified USA,Modified 36.76911111,Modified -88.58472222
Modified M27,Modified Waldron Municipal,Modified Waldron,Modified AR,Modified USA,Modified 34.87509944,Modified -94.10993056
Modified M29,Modified Hassel,Modified Clifton,Modified TN,Modified USA,Modified 35.38507528,Modified -87.96752833
Modified M30,Modified Metropolis Municipal,Modified Metropolis,Modified IL,Modified USA,Modified 37.18588722,Modified -88.75061
Modified M32,Modified Lake Village Municipal,Modified Lake Village,Modified AR,Modified USA,Modified 33.3459775,Modified -91.31569833
Modified M33,Modified Sumner County Regional,Modified Gallatin,Modified TN,Modified USA,Modified 36.37684472,Modified -86.40875861
Modified M34,Modified Kentucky Dam State Park,Modified Gilbertsville,Modified KY,Modified USA,Modified 37.00950028,Modified -88.29586639
Modified M36,Modified Frank Federer Memorial,Modified Brinkley,Modified AR,Modified USA,Modified 34.88000194,Modified -91.1764375
Modified M37,Modified Ruleville-Drew,Modified Drew,Modified MS,Modified USA,Modified 33.77639167,Modified -90.52500833
Modified M39,Modified Mena Intermountain Municipal,Modified Mena,Modified AR,Modified USA,Modified 34.54539444,Modified -94.20265278
Modified M40,Modified Monroe County,Modified Aberdeen-Amory,Modified MS,Modified USA,Modified 33.87374861,Modified -88.48967833
Modified M41,Modified Holly Springs-Marshall County,Modified Holly Springs,Modified MS,Modified USA,Modified 34.80434611,Modified -89.5211075
Modified M43,Modified Prentiss-Jefferson Davis County,Modified Prentiss,Modified MS,Modified USA,Modified 31.59544583,Modified -89.90619056
Modified M44,Modified Houston Municipal,Modified Houston,Modified MS,Modified USA,Modified 33.89177944,Modified -89.02367194
Modified M46,Modified Colstrip,Modified Colstrip,Modified MT,Modified USA,Modified 45.85285,Modified -106.7092722
Modified M48,Modified Houston Memorial,Modified Houston,Modified MO,Modified USA,Modified 37.33009167,Modified -91.97316944
Modified M52,Modified Franklin-Wilkins,Modified Lexington,Modified TN,Modified USA,Modified 35.65131944,Modified -88.37893444
Modified M53,Modified Humboldt Municipal,Modified Humboldt,Modified TN,Modified USA,Modified 35.80218,Modified -88.87494944
Modified M54,Modified Lebanon Municipal,Modified Lebanon,Modified TN,Modified USA,Modified 36.19041667,Modified -86.31569444
Modified M58,Modified Monett Municipal,Modified Monett,Modified MO,Modified USA,Modified 36.90621528,Modified -94.01275833
Modified M59,Modified Richton-Perry County,Modified Richton,Modified MS,Modified USA,Modified 31.31739944,Modified -88.93504778
Modified M60,Modified Woodruff County,Modified Augusta,Modified AR,Modified USA,Modified 35.27175278,Modified -91.27040417
Modified M65,Modified Wynne Municipal,Modified Wynne,Modified AR,Modified USA,Modified 35.23160167,Modified -90.76155111
Modified M70,Modified Pocahontas Municipal,Modified Pocahontas,Modified AR,Modified USA,Modified 36.24551111,Modified -90.95520444
Modified M72,Modified New Albany-Union County,Modified New Albany,Modified MS,Modified USA,Modified 34.54722222,Modified -89.02416667
Modified M73,Modified Almyra Municipal,Modified Almyra,Modified AR,Modified USA,Modified 34.41232833,Modified -91.46634722
Modified M75,Modified Malta,Modified Malta,Modified MT,Modified USA,Modified 48.36694167,Modified -107.9193444
Modified M76,Modified Picayune Municipal,Modified Picayune,Modified MS,Modified USA,Modified 30.48748472,Modified -89.65119306
Modified M77,Modified Howard County,Modified Nashville,Modified AR,Modified USA,Modified 33.99673833,Modified -93.83813583
Modified M78,Modified Malvern Municipal,Modified Malvern,Modified AR,Modified USA,Modified 34.33331583,Modified -92.76149944
Modified M79,Modified John H Hooks Jr Memorial,Modified Rayville,Modified LA,Modified USA,Modified 32.48633611,Modified -91.77087528
Modified M82,Modified Madison County Executive,Modified Huntsville,Modified AL,Modified USA,Modified 34.85645028,Modified -86.55621472
Modified M83,Modified McCharen,Modified West Point,Modified MS,Modified USA,Modified 33.58403556,Modified -88.66668694
Modified M89,Modified Dexter B. Florence Memorial,Modified Arkadelphia,Modified AR,Modified USA,Modified 34.09984639,Modified -93.06611694
Modified M91,Modified Springfield-Robertson County,Modified Springfield,Modified TN,Modified USA,Modified 36.53726194,Modified -86.92068917
Modified M95,Modified Richard Arthur,Modified Fayette,Modified AL,Modified USA,Modified 33.71221972,Modified -87.81504639
Modified M97,Modified Tunica Municipal,Modified Tunica,Modified MS,Modified USA,Modified 34.69232306,Modified -90.35065389
Modified M99,Modified Saline County/Watts,Modified Benton,Modified AR,Modified USA,Modified 34.55656472,Modified -92.60693972
Modified MAC,Modified Herbert Smart Downtown,Modified Macon,Modified GA,Modified USA,Modified 32.82213889,Modified -83.56202778
Modified MAE,Modified Madera Municipal,Modified Madera,Modified CA,Modified USA,Modified 36.9857175,Modified -120.1119844
Modified MAF,Modified Midland International,Modified Midland,Modified TX,Modified USA,Modified 31.94252778,Modified -102.2019139
Modified MAI,Modified Marianna Municipal,Modified Marianna,Modified FL,Modified USA,Modified 30.83780556,Modified -85.18188889
Modified MAL,Modified Malone-Dufort,Modified Malone,Modified NY,Modified USA,Modified 44.85365722,Modified -74.32894972
Modified MAO,Modified Marion County,Modified Marion,Modified SC,Modified USA,Modified 34.18116667,Modified -79.33472222
Modified MAW,Modified Malden Municipal,Modified Malden,Modified MO,Modified USA,Modified 36.60055694,Modified -89.99220278
Modified MAZ,Modified Eugenio Maria De Hostos,Modified Mayaguez,Modified PR,Modified USA,Modified 18.25569444,Modified -67.14847222
Modified MBG,Modified Mobridge Municipal,Modified Mobridge,Modified SD,Modified USA,Modified 45.54650361,Modified -100.4079192
Modified MBL,Modified Manistee County Blacker,Modified Manistee,Modified MI,Modified USA,Modified 44.27319722,Modified -86.2490025
Modified MBO,Modified Bruce Campbell,Modified Madison,Modified MS,Modified USA,Modified 32.43866444,Modified -90.10309222
Modified MBS,Modified Mbs International,Modified Saginaw,Modified MI,Modified USA,Modified 43.53291472,Modified -84.07964722
Modified MBT,Modified Murfreesboro Municipal,Modified Murfreesboro,Modified TN,Modified USA,Modified 35.87748444,Modified -86.37753222
Modified MBY,Modified Omar N Bradley,Modified Moberly,Modified MO,Modified USA,Modified 39.46392583,Modified -92.42759778
Modified MCB,Modified McComb-Pike County,Modified McComb,Modified MS,Modified USA,Modified 31.17845444,Modified -90.47187528
Modified MCD,Modified Mackinac Island,Modified Mackinac Island,Modified MI,Modified USA,Modified 45.86493444,Modified -84.63734444
Modified MCE,Modified Merced Municipal/MacReady,Modified Merced,Modified CA,Modified USA,Modified 37.28472861,Modified -120.5138858
Modified MCG,Modified McGrath,Modified McGrath,Modified AK,Modified USA,Modified 62.95287361,Modified -155.6057625
Modified MCI,Modified Kansas City International,Modified Kansas City,Modified MO,Modified USA,Modified 39.29760528,Modified -94.71390556
Modified MCK,Modified McCook Municipal,Modified McCook,Modified NE,Modified USA,Modified 40.20638889,Modified -100.5918056
Modified MCN,Modified Middle Georgia Regional,Modified Macon,Modified GA,Modified USA,Modified 32.69284944,Modified -83.64921083
Modified MCO,Modified Orlando International,Modified Orlando,Modified FL,Modified USA,Modified 28.42888889,Modified -81.31602778
Modified MCW,Modified Mason City Municipal,Modified Mason City,Modified IA,Modified USA,Modified 43.1577925,Modified -93.33126056
Modified MCX,Modified White County,Modified Monticello,Modified IN,Modified USA,Modified 40.70881639,Modified -86.76676139
Modified MCZ,Modified Martin County,Modified Williamston,Modified NC,Modified USA,Modified 35.86219306,Modified -77.17820278
Modified MDD,Modified Midland Airpark,Modified Midland,Modified TX,Modified USA,Modified 32.03652444,Modified -102.1010278
