MODIFIED IATA,MODIFIED NAME,MODIFIED CITY,MODIFIED STATE,MODIFIED COUNTRY,MODIFIED LATITUDE,MODIFIED LONGITUDE
MODIFIED BUF,MODIFIED BUFFALO NIAGARA INTL,MODIFIED BUFFALO,MODIFIED NY,MODIFIED USA,MODIFIED 42.94052472,MODIFIED -78.73216667
MODIFIED BUM,MODIFIED BUTLER MEMORIAL,MODIFIED BUTLER,MODIFIED MO,MODIFIED USA,MODIFIED 38.28977028,MODIFIED -94.34012694
MODIFIED BUR,MODIFIED BURBANK-GLENDALE-PASADENA,MODIFIED BURBANK,MODIFIED CA,MODIFIED USA,MODIFIED 34.20061917,MODIFIED -118.3584969
MODIFIED BUY,MODIFIED BURLINGTON MUNICIPAL,MODIFIED BURLINGTON,MODIFIED NC,MODIFIED USA,MODIFIED 36.04854333,MODIFIED -79.47488694
MODIFIED BVI,MODIFIED BEAVER COUNTY,MODIFIED BEAVER FALLS,MODIFIED PA,MODIFIED USA,MODIFIED 40.77248083,MODIFIED -80.39142556
MODIFIED BVK,MODIFIED BUCKLAND,MODIFIED BUCKLAND,MODIFIED AK,MODIFIED USA,MODIFIED 65.98228611,MODIFIED -161.1519778
MODIFIED BVN,MODIFIED ALBION MUNICIPAL,MODIFIED ALBION,MODIFIED NE,MODIFIED USA,MODIFIED 41.72857778,MODIFIED -98.05575972
MODIFIED BVO,MODIFIED BARTLESVILLE MUNICIPAL,MODIFIED BARTLESVILLE,MODIFIED OK,MODIFIED USA,MODIFIED 36.76247611,MODIFIED -96.01115167
MODIFIED BVS,MODIFIED SKAGIT REGIONAL/BAY VIEW,MODIFIED BURLINGTON/MOUNT VERNON,MODIFIED WA,MODIFIED USA,MODIFIED 48.47088889,MODIFIED -122.4208611
MODIFIED BVX,MODIFIED BATESVILLE REGIONAL,MODIFIED BATESVILLE,MODIFIED AR,MODIFIED USA,MODIFIED 35.726105,MODIFIED -91.64736083
MODIFIED BVY,MODIFIED BEVERLY MUNICIPAL,MODIFIED BEVERLY,MODIFIED MA,MODIFIED USA,MODIFIED 42.58417111,MODIFIED -70.91651833
MODIFIED BWC,MODIFIED BRAWLEY MUNICIPAL,MODIFIED BRAWLEY,MODIFIED CA,MODIFIED USA,MODIFIED 32.9931,MODIFIED -115.5169325
MODIFIED BWD,MODIFIED BROWNWOOD MUNICIPAL,MODIFIED BROWNWOOD,MODIFIED TX,MODIFIED USA,MODIFIED 31.79362222,MODIFIED -98.95649528
MODIFIED BWG,MODIFIED BOWLING GREEN-WARREN COUNTY,MODIFIED BOWLING GREEN,MODIFIED KY,MODIFIED USA,MODIFIED 36.96451667,MODIFIED -86.41967917
MODIFIED BWI,MODIFIED BALTIMORE-WASHINGTON INTERNATIONAL,MODIFIED BALTIMORE,MODIFIED MD,MODIFIED USA,MODIFIED 39.17540167,MODIFIED -76.66819833
MODIFIED BWP,MODIFIED HARRY STERN,MODIFIED WAHPETON,MODIFIED ND,MODIFIED USA,MODIFIED 46.24640083,MODIFIED -96.6056825
MODIFIED BXA,MODIFIED GEORGE R CARR MEMORIAL,MODIFIED BOGALUSA,MODIFIED LA,MODIFIED USA,MODIFIED 30.81368639,MODIFIED -89.86496444
MODIFIED BXG,MODIFIED BURKE COUNTY,MODIFIED WAYNESBORO,MODIFIED GA,MODIFIED USA,MODIFIED 33.04093056,MODIFIED -82.00397917
MODIFIED BXK,MODIFIED BUCKEYE MUNICIPAL,MODIFIED BUCKEYE,MODIFIED AZ,MODIFIED USA,MODIFIED 33.42088556,MODIFIED -112.6863
MODIFIED BYA,MODIFIED BOUNDARY,MODIFIED BOUNDARY,MODIFIED AK,MODIFIED USA,MODIFIED 64.07830278,MODIFIED -141.113375
MODIFIED BYG,MODIFIED JOHNSON COUNTY,MODIFIED BUFFALO,MODIFIED WY,MODIFIED USA,MODIFIED 44.38108528,MODIFIED -106.7217897
MODIFIED BYI,MODIFIED BURLEY MUNICIPAL,MODIFIED BURLEY,MODIFIED ID,MODIFIED USA,MODIFIED 42.54260361,MODIFIED -113.7715442
MODIFIED BZN,MODIFIED GALLATIN,MODIFIED BOZEMAN,MODIFIED MT,MODIFIED USA,MODIFIED 45.77690139,MODIFIED -111.1530072
MODIFIED C00,MODIFIED MERCER COUNTY,MODIFIED ALEDO,MODIFIED IL,MODIFIED USA,MODIFIED 41.248645,MODIFIED -90.73708361
MODIFIED C05,MODIFIED CHENEGA BAY,MODIFIED CHENEGA,MODIFIED AK,MODIFIED USA,MODIFIED 60.07730556,MODIFIED -147.9918889
MODIFIED C09,MODIFIED MORRIS MUNICIPAL,MODIFIED MORRIS,MODIFIED IL,MODIFIED USA,MODIFIED 41.42541667,MODIFIED -88.41869444
MODIFIED C15,MODIFIED PEKIN MUNICIPAL,MODIFIED PEKIN,MODIFIED IL,MODIFIED USA,MODIFIED 40.48820611,MODIFIED -89.67591083
MODIFIED C17,MODIFIED MARION,MODIFIED MARION,MODIFIED IA,MODIFIED USA,MODIFIED 42.03111083,MODIFIED -91.52934222
MODIFIED C18,MODIFIED FRANKFORT,MODIFIED CHICAGO/FRANKFORT,MODIFIED IL,MODIFIED USA,MODIFIED 41.4775,MODIFIED -87.84047222
MODIFIED C25,MODIFIED WAVERLY MUNICIPAL,MODIFIED WAVERLY,MODIFIED IA,MODIFIED USA,MODIFIED 42.7419525,MODIFIED -92.50793528
MODIFIED C29,MODIFIED MOREY,MODIFIED MIDDLETON,MODIFIED WI,MODIFIED USA,MODIFIED 43.11424444,MODIFIED -89.53073222
MODIFIED C34,MODIFIED GIBSON CITY MUNICIPAL,MODIFIED GIBSON CITY,MODIFIED IL,MODIFIED USA,MODIFIED 40.48578389,MODIFIED -88.2672725
MODIFIED C35,MODIFIED REEDSBURG MUNICIPAL,MODIFIED REEDSBURG,MODIFIED WI,MODIFIED USA,MODIFIED 43.52589944,MODIFIED -89.98322194
MODIFIED C47,MODIFIED PORTAGE MUNICIPAL,MODIFIED PORTAGE,MODIFIED WI,MODIFIED USA,MODIFIED 43.5600925,MODIFIED -89.48309278
MODIFIED C52,MODIFIED BURLINGTON MUNICIPAL,MODIFIED BURLINGTON,MODIFIED WI,MODIFIED USA,MODIFIED 42.69056389,MODIFIED -88.30464
MODIFIED C56,MODIFIED SANGER,MODIFIED CHICAGO/MONEE,MODIFIED IL,MODIFIED USA,MODIFIED 41.37756167,MODIFIED -87.68137528
MODIFIED C62,MODIFIED KENDALLVILLE MUNICIPAL,MODIFIED KENDALLVILLE,MODIFIED IN,MODIFIED USA,MODIFIED 41.47271639,MODIFIED -85.26080833
MODIFIED C65,MODIFIED PLYMOUTH MUNICIPAL,MODIFIED PLYMOUTH,MODIFIED IN,MODIFIED USA,MODIFIED 41.36513333,MODIFIED -86.30050417
MODIFIED C66,MODIFIED MONMOUTH MUNICIPAL,MODIFIED MONMOUTH,MODIFIED IL,MODIFIED USA,MODIFIED 40.92970444,MODIFIED -90.63110722
MODIFIED C71,MODIFIED CROSBY MUNICIPAL,MODIFIED CROSBY,MODIFIED MS,MODIFIED USA,MODIFIED 31.29600472,MODIFIED -91.05288167
MODIFIED C73,MODIFIED DIXON MUNI-CHARLES R WALGREEN,MODIFIED DIXON,MODIFIED IL,MODIFIED USA,MODIFIED 41.83369889,MODIFIED -89.44621333
MODIFIED C75,MODIFIED MARSHALL COUNTY,MODIFIED LACON,MODIFIED IL,MODIFIED USA,MODIFIED 41.01928583,MODIFIED -89.38642222
MODIFIED C77,MODIFIED POPLAR GROVE,MODIFIED POPLAR GROVE,MODIFIED IL,MODIFIED USA,MODIFIED 42.32268639,MODIFIED -88.83651833
MODIFIED C80,MODIFIED NEW COALINGA MUNICIPAL,MODIFIED COALINGA,MODIFIED CA,MODIFIED USA,MODIFIED 36.16313889,MODIFIED -120.2938139
MODIFIED C81,MODIFIED CAMPBELL,MODIFIED CHICAGO/ROUND LAKE PARK,MODIFIED IL,MODIFIED USA,MODIFIED 42.32461111,MODIFIED -88.07408806
MODIFIED C83,MODIFIED BYRON,MODIFIED BYRON,MODIFIED CA,MODIFIED USA,MODIFIED 37.8284525,MODIFIED -121.6258219
MODIFIED C91,MODIFIED DOWAGIAC MUNICIPAL,MODIFIED DOWAGIAC,MODIFIED MI,MODIFIED USA,MODIFIED 41.99293417,MODIFIED -86.1280125
MODIFIED CAD,MODIFIED WEXFORD COUNTY,MODIFIED CADILLAC,MODIFIED MI,MODIFIED USA,MODIFIED 44.27531333,MODIFIED -85.41892694
MODIFIED CAE,MODIFIED COLUMBIA METROPOLITAN,MODIFIED COLUMBIA,MODIFIED SC,MODIFIED USA,MODIFIED 33.93884,MODIFIED -81.11953944
MODIFIED CAG,MODIFIED CRAIG-MOFFAT,MODIFIED CRAIG,MODIFIED CO,MODIFIED USA,MODIFIED 40.49522139,MODIFIED -107.5216467
MODIFIED CAK,MODIFIED AKRON-CANTON REGIONAL,MODIFIED AKRON,MODIFIED OH,MODIFIED USA,MODIFIED 40.91631194,MODIFIED -81.44246556
MODIFIED CAO,MODIFIED CLAYTON MUNICIPAL AIRPARK,MODIFIED CLAYTON,MODIFIED NM,MODIFIED USA,MODIFIED 36.44585972,MODIFIED -103.1546583
MODIFIED CAR,MODIFIED CARIBOU MUNICIPAL,MODIFIED CARIBOU,MODIFIED ME,MODIFIED USA,MODIFIED 46.8715,MODIFIED -68.01791667
MODIFIED CAV,MODIFIED CLARION MUNICIPAL,MODIFIED CLARION,MODIFIED IA,MODIFIED USA,MODIFIED 42.74194389,MODIFIED -93.75890944
MODIFIED CBE,MODIFIED CUMBERLAND REGIONAL,MODIFIED CUMBERLAND,MODIFIED MD,MODIFIED USA,MODIFIED 39.61541667,MODIFIED -78.76086361
MODIFIED CBF,MODIFIED COUNCIL BLUFFS MUNICIPAL,MODIFIED COUNCIL BLUFFS,MODIFIED IA,MODIFIED USA,MODIFIED 41.25947222,MODIFIED -95.75997222
MODIFIED CBG,MODIFIED CAMBRIDGE MUNICIPAL,MODIFIED CAMBRIDGE,MODIFIED MN,MODIFIED USA,MODIFIED 45.55854639,MODIFIED -93.26464361
MODIFIED CBK,MODIFIED SHALTZ,MODIFIED COLBY,MODIFIED KS,MODIFIED USA,MODIFIED 39.42753083,MODIFIED -101.0465719
MODIFIED CCB,MODIFIED CABLE,MODIFIED UPLAND,MODIFIED CA,MODIFIED USA,MODIFIED 34.11154056,MODIFIED -117.6875897
MODIFIED CCO,MODIFIED NEWNAN-COWETA COUNTY,MODIFIED NEWNAN,MODIFIED GA,MODIFIED USA,MODIFIED 33.31208333,MODIFIED -84.77027778
MODIFIED CCR,MODIFIED BUCHANAN,MODIFIED CONCORD,MODIFIED CA,MODIFIED USA,MODIFIED 37.98965639,MODIFIED -122.0568972
MODIFIED CCY,MODIFIED CHARLES CITY MUNICIPAL,MODIFIED CHARLES CITY,MODIFIED IA,MODIFIED USA,MODIFIED 43.07260861,MODIFIED -92.61077833
MODIFIED CDB,MODIFIED COLD BAY,MODIFIED COLD BAY,MODIFIED AK,MODIFIED USA,MODIFIED 55.20559972,MODIFIED -162.7242628
MODIFIED CDC,MODIFIED CEDAR CITY MUNI,MODIFIED CEDAR CITY,MODIFIED UT,MODIFIED USA,MODIFIED 37.70097028,MODIFIED -113.098575
MODIFIED CDH,MODIFIED HARRELL,MODIFIED CAMDEN,MODIFIED AR,MODIFIED USA,MODIFIED 33.62279917,MODIFIED -92.76339528
MODIFIED CDI,MODIFIED CAMBRIDGE MUNICIPAL,MODIFIED CAMBRIDGE,MODIFIED OH,MODIFIED USA,MODIFIED 39.97504417,MODIFIED -81.57759528
MODIFIED CDK,MODIFIED GEORGE T LEWIS,MODIFIED CEDAR KEY,MODIFIED FL,MODIFIED USA,MODIFIED 29.137745,MODIFIED -83.04984361
MODIFIED CDN,MODIFIED WOODWARD,MODIFIED CAMDEN,MODIFIED SC,MODIFIED USA,MODIFIED 34.28358333,MODIFIED -80.56486111
MODIFIED CDR,MODIFIED CHADRON MUNICIPAL,MODIFIED CHADRON,MODIFIED NE,MODIFIED USA,MODIFIED 42.83755556,MODIFIED -103.0954167
MODIFIED CDV,MODIFIED MERLE K (MUDHOLE) SMITH,MODIFIED CORDOVA,MODIFIED AK,MODIFIED USA,MODIFIED 60.49183389,MODIFIED -145.4776503
MODIFIED CDW,MODIFIED ESSEX CTY ARPT,MODIFIED CALDWELL,MODIFIED NJ,MODIFIED USA,MODIFIED 40.87522278,MODIFIED -74.28135667
MODIFIED CEC,MODIFIED JACK MCNAMARA,MODIFIED CRESCENT CITY,MODIFIED CA,MODIFIED USA,MODIFIED 41.78015722,MODIFIED -124.2365333
MODIFIED CEF,MODIFIED WESTOVER AFB,MODIFIED CHICOPEE,MODIFIED MA,MODIFIED USA,MODIFIED 42.19826389,MODIFIED -72.53425833
MODIFIED CEK,MODIFIED CRETE MUNICIPAL,MODIFIED CRETE,MODIFIED NE,MODIFIED USA,MODIFIED 40.61791667,MODIFIED -96.92488889
MODIFIED CEM,MODIFIED CENTRAL,MODIFIED CENTRAL,MODIFIED AK,MODIFIED USA,MODIFIED 65.57380667,MODIFIED -144.7832908
MODIFIED CEU,MODIFIED OCONEE COUNTY REGIONAL,MODIFIED CLEMSON,MODIFIED SC,MODIFIED USA,MODIFIED 34.67205556,MODIFIED -82.88644444
MODIFIED CEV,MODIFIED METTEL,MODIFIED CONNERSVILLE,MODIFIED IN,MODIFIED USA,MODIFIED 39.69803139,MODIFIED -85.13124528
MODIFIED CEW,MODIFIED BOB SIKES,MODIFIED CRESTVIEW,MODIFIED FL,MODIFIED USA,MODIFIED 30.77883333,MODIFIED -86.52211111
MODIFIED CEY,MODIFIED KYLE-OAKLEY,MODIFIED MURRAY,MODIFIED KY,MODIFIED USA,MODIFIED 36.66458333,MODIFIED -88.37277722
MODIFIED CEZ,MODIFIED CORTEZ MUNI,MODIFIED CORTEZ,MODIFIED CO,MODIFIED USA,MODIFIED 37.30299778,MODIFIED -108.6280658
MODIFIED CFD,MODIFIED COULTER,MODIFIED BRYAN,MODIFIED TX,MODIFIED USA,MODIFIED 30.71569444,MODIFIED -96.33136111
MODIFIED CFJ,MODIFIED CRAWFORDSVILLE MUNICIPAL,MODIFIED CRAWFORDSVILLE,MODIFIED IN,MODIFIED USA,MODIFIED 39.97562861,MODIFIED -86.91986361
MODIFIED CFK,MODIFIED CHEFORNAK,MODIFIED CHEFORNAK,MODIFIED AK,MODIFIED USA,MODIFIED 60.14922556,MODIFIED -164.2856325
MODIFIED CFT,MODIFIED GREENLEE COUNTY,MODIFIED CLIFTON-MORENCI,MODIFIED AZ,MODIFIED USA,MODIFIED 32.95284306,MODIFIED -109.2103453
MODIFIED CFV,MODIFIED COFFEYVILLE MUNICIPAL,MODIFIED COFFEYVILLE,MODIFIED KS,MODIFIED USA,MODIFIED 37.0940475,MODIFIED -95.57189417
MODIFIED CGA,MODIFIED CRAIG SPB,MODIFIED CRAIG,MODIFIED AK,MODIFIED USA,MODIFIED 55.47883139,MODIFIED -133.1478011
MODIFIED CGC,MODIFIED CRYSTAL RIVER,MODIFIED CRYSTAL RIVER,MODIFIED FL,MODIFIED USA,MODIFIED 28.86727778,MODIFIED -82.57130556
MODIFIED CGE,MODIFIED CAMBRIDGE-DORCHESTER,MODIFIED CAMBRIDGE,MODIFIED MD,MODIFIED USA,MODIFIED 38.53930556,MODIFIED -76.03036111
MODIFIED CGF,MODIFIED CUYAHOGA COUNTY,MODIFIED CLEVELAND,MODIFIED OH,MODIFIED USA,MODIFIED 41.56512389,MODIFIED -81.48635389
MODIFIED CGI,MODIFIED CAPE GIRARDEAU MUNICIPAL,MODIFIED CAPE GIRARDEAU,MODIFIED MO,MODIFIED USA,MODIFIED 37.22531694,MODIFIED -89.57075167
MODIFIED CGS,MODIFIED COLLEGE PARK,MODIFIED COLLEGE PARK,MODIFIED MD,MODIFIED USA,MODIFIED 38.98058333,MODIFIED -76.92230556
MODIFIED CGX,MODIFIED CHICAGO MEIGS,MODIFIED CHICAGO,MODIFIED IL,MODIFIED USA,MODIFIED 41.85884389,MODIFIED -87.60791167
MODIFIED CGZ,MODIFIED CASA GRANDE MUNICIPAL,MODIFIED CASA GRANDE,MODIFIED AZ,MODIFIED USA,MODIFIED 32.95488889,MODIFIED -111.7668333
MODIFIED CHA,MODIFIED LOVELL,MODIFIED CHATTANOOGA,MODIFIED TN,MODIFIED USA,MODIFIED 35.03526833,MODIFIED -85.20378778
MODIFIED CHD,MODIFIED CHANDLER MUNICIPAL,MODIFIED CHANDLER,MODIFIED AZ,MODIFIED USA,MODIFIED 33.26908333,MODIFIED -111.8111389
MODIFIED CHK,MODIFIED CHICKASHA MUNICIPAL,MODIFIED CHICKASHA,MODIFIED OK,MODIFIED USA,MODIFIED 35.09614694,MODIFIED -97.96618361
MODIFIED CHO,MODIFIED CHARLOTTESVILLE-ALBERMARLE,MODIFIED CHARLOTTESVILLE,MODIFIED VA,MODIFIED USA,MODIFIED 38.13863889,MODIFIED -78.45286111
MODIFIED CHP,MODIFIED CIRCLE HOT SPRINGS,MODIFIED CIRCLE HOT SPRINGS,MODIFIED AK,MODIFIED USA,MODIFIED 65.48547222,MODIFIED -144.6107836
MODIFIED CHS,MODIFIED CHARLESTON AFB/INTERNATIONAL,MODIFIED CHARLESTON,MODIFIED SC,MODIFIED USA,MODIFIED 32.89864639,MODIFIED -80.04050583
MODIFIED CHT,MODIFIED CHILLICOTHE MUNICIPAL,MODIFIED CHILLICOTHE,MODIFIED MO,MODIFIED USA,MODIFIED 39.78215278,MODIFIED -93.49568056
MODIFIED CHU,MODIFIED HOUSTON COUNTY,MODIFIED CALEDONIA,MODIFIED MN,MODIFIED USA,MODIFIED 43.59635861,MODIFIED -91.50394639
MODIFIED CIC,MODIFIED CHICO MUNICIPAL,MODIFIED CHICO,MODIFIED CA,MODIFIED USA,MODIFIED 39.79538278,MODIFIED -121.8584231
MODIFIED CID,MODIFIED EASTERN IOWA,MODIFIED CEDAR RAPIDS,MODIFIED IA,MODIFIED USA,MODIFIED 41.88458833,MODIFIED -91.71087222
MODIFIED CII,MODIFIED CHOTEAU,MODIFIED CHOTEAU,MODIFIED MT,MODIFIED USA,MODIFIED 47.82528056,MODIFIED -112.1662136
MODIFIED CIK,MODIFIED CHALKYITSIK,MODIFIED CHALKYITSIK,MODIFIED AK,MODIFIED USA,MODIFIED 66.64969083,MODIFIED -143.7359492
MODIFIED CIN,MODIFIED ARTHUR N NEU,MODIFIED CARROLL,MODIFIED IA,MODIFIED USA,MODIFIED 42.04619444,MODIFIED -94.789
MODIFIED CIR,MODIFIED CAIRO,MODIFIED CAIRO,MODIFIED IL,MODIFIED USA,MODIFIED 37.06447222,MODIFIED -89.21961111
MODIFIED CIU,MODIFIED CHIPPEWA COUNTY INTERNATIONAL,MODIFIED SAULT STE. MARIE,MODIFIED MI,MODIFIED USA,MODIFIED 46.25075194,MODIFIED -84.47238528
MODIFIED CJR,MODIFIED CULPEPER REGIONAL,MODIFIED CULPEPER,MODIFIED VA,MODIFIED USA,MODIFIED 38.5267075,MODIFIED -77.85885528
MODIFIED CJX,MODIFIED CROOKED CREEK,MODIFIED CROOKED CREEK,MODIFIED AK,MODIFIED USA,MODIFIED 61.86902194,MODIFIED -158.1371178
MODIFIED CKB,MODIFIED BENEDUM,MODIFIED CLARKSBURG,MODIFIED WV,MODIFIED USA,MODIFIED 39.29663889,MODIFIED -80.22808333
MODIFIED CKC,MODIFIED GRAND MARAIS/COOK COUNTY,MODIFIED GRAND MARAIS,MODIFIED MN,MODIFIED USA,MODIFIED 47.83830556,MODIFIED -90.38313889
MODIFIED CKF,MODIFIED CRISP COUNTY - CORDELE,MODIFIED CORDELE,MODIFIED GA,MODIFIED USA,MODIFIED 31.98883333,MODIFIED -83.77391667
MODIFIED CKI,MODIFIED WILLIAMSBURG COUNTY,MODIFIED KINGSTREE,MODIFIED SC,MODIFIED USA,MODIFIED 33.71722222,MODIFIED -79.85697222
MODIFIED CKM,MODIFIED FLETCHER,MODIFIED CLARKSDALE,MODIFIED MS,MODIFIED USA,MODIFIED 34.29971,MODIFIED -90.51231611
MODIFIED CKN,MODIFIED CROOKSTON MUNI KIRKWOOD,MODIFIED CROOKSTON,MODIFIED MN,MODIFIED USA,MODIFIED 47.84169417,MODIFIED -96.62162028
MODIFIED CKP,MODIFIED CHEROKEE MUNICIPAL,MODIFIED CHEROKEE,MODIFIED IA,MODIFIED USA,MODIFIED 42.73147222,MODIFIED -95.55613889
MODIFIED CKU,MODIFIED CORDOVA MUNI,MODIFIED CORDOVA,MODIFIED AK,MODIFIED USA,MODIFIED 60.54390333,MODIFIED -145.7267042
MODIFIED CKV,MODIFIED OUTLAW,MODIFIED CLARKSVILLE,MODIFIED TN,MODIFIED USA,MODIFIED 36.62188083,MODIFIED -87.41495361
MODIFIED CKX,MODIFIED CHICKEN,MODIFIED CHICKEN,MODIFIED AK,MODIFIED USA,MODIFIED 64.07133833,MODIFIED -141.9522792
MODIFIED CLD,MODIFIED MC CLELLAN-PALOMAR AIRPORT,MODIFIED NA,MODIFIED NA,MODIFIED USA,MODIFIED 33.127231,MODIFIED -117.278727
MODIFIED CLE,MODIFIED CLEVELAND-HOPKINS INTL,MODIFIED CLEVELAND,MODIFIED OH,MODIFIED USA,MODIFIED 41.41089417,MODIFIED -81.84939667
MODIFIED CLI,MODIFIED CLINTONVILLE MUNICIPAL,MODIFIED CLINTONVILLE,MODIFIED WI,MODIFIED USA,MODIFIED 44.61381306,MODIFIED -88.73126667
MODIFIED CLK,MODIFIED CLINTON MUNICIPAL,MODIFIED CLINTON,MODIFIED OK,MODIFIED USA,MODIFIED 35.53832778,MODIFIED -98.932695
MODIFIED CLL,MODIFIED EASTERWOOD,MODIFIED COLLEGE STATION,MODIFIED TX,MODIFIED USA,MODIFIED 30.58858944,MODIFIED -96.36382417
MODIFIED CLM,MODIFIED WILLIAM R FAIRCHILD INTL,MODIFIED PORT ANGELES,MODIFIED WA,MODIFIED USA,MODIFIED 48.12019444,MODIFIED -123.4996944
MODIFIED CLP,MODIFIED CLARKS POINT,MODIFIED CLARKS POINT,MODIFIED AK,MODIFIED USA,MODIFIED 58.84230472,MODIFIED -158.5452331
MODIFIED CLS,MODIFIED CHEHALIS-CENTRALIA,MODIFIED CHEHALIS,MODIFIED WA,MODIFIED USA,MODIFIED 46.67649194,MODIFIED -122.9792967
MODIFIED CLT,MODIFIED CHARLOTTE/DOUGLAS INTERNATIONAL,MODIFIED CHARLOTTE,MODIFIED NC,MODIFIED USA,MODIFIED 35.21401111,MODIFIED -80.94312583
MODIFIED CLW,MODIFIED CLEARWATER AIR PARK,MODIFIED CLEARWATER,MODIFIED FL,MODIFIED USA,MODIFIED 27.97668639,MODIFIED -82.75874028
MODIFIED CMA,MODIFIED CAMARILLO,MODIFIED CAMARILLO,MODIFIED CA,MODIFIED USA,MODIFIED 34.21375472,MODIFIED -119.0943264
MODIFIED CMH,MODIFIED PORT COLUMBUS INTL,MODIFIED COLUMBUS,MODIFIED OH,MODIFIED USA,MODIFIED 39.99798528,MODIFIED -82.89188278
MODIFIED CMI,MODIFIED UNIVERSITY OF ILLINOIS-WILLARD,MODIFIED CHAMPAIGN/URBANA,MODIFIED IL,MODIFIED USA,MODIFIED 40.03925,MODIFIED -88.27805556
MODIFIED CMX,MODIFIED HOUGHTON COUNTY MEMORIAL,MODIFIED HANCOCK,MODIFIED MI,MODIFIED USA,MODIFIED 47.16841722,MODIFIED -88.48906083
MODIFIED CMY,MODIFIED SPARTA/FORT MCCOY,MODIFIED SPARTA,MODIFIED WI,MODIFIED USA,MODIFIED 43.95834806,MODIFIED -90.7378975
MODIFIED CNC,MODIFIED CHARITON MUNICIPAL,MODIFIED CHARITON,MODIFIED IA,MODIFIED USA,MODIFIED 41.01962389,MODIFIED -93.35968028
MODIFIED CNH,MODIFIED CLAREMONT MUNICIPAL,MODIFIED CLAREMONT,MODIFIED NH,MODIFIED USA,MODIFIED 43.37043194,MODIFIED -72.36867667
MODIFIED CNK,MODIFIED BLOSSER MUNICIPAL,MODIFIED CONCORDIA,MODIFIED KS,MODIFIED USA,MODIFIED 39.54925139,MODIFIED -97.65231667
MODIFIED CNM,MODIFIED CAVERN CITY AIR TERMINAL,MODIFIED CARLSBAD,MODIFIED NM,MODIFIED USA,MODIFIED 32.33747222,MODIFIED -104.2632778
MODIFIED CNO,MODIFIED CHINO,MODIFIED CHINO,MODIFIED CA,MODIFIED USA,MODIFIED 33.97469444,MODIFIED -117.6366111
MODIFIED CNP,MODIFIED BILLY G RAY,MODIFIED CHAPPELL,MODIFIED NE,MODIFIED USA,MODIFIED 41.07747222,MODIFIED -102.4640556
MODIFIED CNU,MODIFIED CHANUTE MARTIN JOHNSON,MODIFIED CHANUTE,MODIFIED KS,MODIFIED USA,MODIFIED 37.66879722,MODIFIED -95.48506444
MODIFIED CNW,MODIFIED TSTC-WACO,MODIFIED WACO,MODIFIED TX,MODIFIED USA,MODIFIED 31.63783139,MODIFIED -97.07413889
MODIFIED CNY,MODIFIED CANYONLANDS,MODIFIED MOAB,MODIFIED UT,MODIFIED USA,MODIFIED 38.75495611,MODIFIED -109.7548439
MODIFIED COD,MODIFIED YELLOWSTONE REGIONAL,MODIFIED CODY,MODIFIED WY,MODIFIED USA,MODIFIED 44.52019417,MODIFIED -109.0237961
MODIFIED COE,MODIFIED COEUR D'ALENE AIR TERMINAL,MODIFIED COEUR D'ALENE,MODIFIED ID,MODIFIED USA,MODIFIED 47.77429167,MODIFIED -116.8196231
MODIFIED COI,MODIFIED MERRITT ISLAND,MODIFIED MERRITT ISLAND,MODIFIED FL,MODIFIED USA,MODIFIED 28.34158944,MODIFIED -80.6854975
MODIFIED COM,MODIFIED COLEMAN MUNICIPAL,MODIFIED COLEMAN,MODIFIED TX,MODIFIED USA,MODIFIED 31.84113889,MODIFIED -99.40361111
MODIFIED CON,MODIFIED CONCORD MUNICIPAL,MODIFIED CONCORD,MODIFIED NH,MODIFIED USA,MODIFIED 43.20273278,MODIFIED -71.50228556
MODIFIED COQ,MODIFIED CLOQUET-CARLTON COUNTY,MODIFIED CLOQUET,MODIFIED MN,MODIFIED USA,MODIFIED 46.70016833,MODIFIED -92.50552861
MODIFIED COS,MODIFIED CITY OF COLORADO SPRINGS MUNI,MODIFIED COLORADO SPRINGS,MODIFIED CO,MODIFIED USA,MODIFIED 38.80580556,MODIFIED -104.70025
MODIFIED COT,MODIFIED COTULLA-LASALLE COUNTY,MODIFIED COTULLA,MODIFIED TX,MODIFIED USA,MODIFIED 28.45825583,MODIFIED -99.22016389
MODIFIED COU,MODIFIED COLUMBIA REGIONAL,MODIFIED COLUMBIA,MODIFIED MO,MODIFIED USA,MODIFIED 38.81809306,MODIFIED -92.21962917
MODIFIED CPC,MODIFIED COLUMBUS COUNTY MUNICIPAL,MODIFIED WHITEVILLE,MODIFIED NC,MODIFIED USA,MODIFIED 34.27287278,MODIFIED -78.71499278
MODIFIED CPK,MODIFIED CHESAPEAKE MUNICIPAL,MODIFIED NORFOLK,MODIFIED VA,MODIFIED USA,MODIFIED 36.66561833,MODIFIED -76.32066389
MODIFIED CPM,MODIFIED COMPTON/WOODLEY,MODIFIED COMPTON,MODIFIED CA,MODIFIED USA,MODIFIED 33.89001611,MODIFIED -118.2436831
MODIFIED CPR,MODIFIED NATRONA COUNTY INTL,MODIFIED CASPER,MODIFIED WY,MODIFIED USA,MODIFIED 42.90835556,MODIFIED -106.4644661
MODIFIED CPS,MODIFIED ST. LOUIS DOWNTOWN,MODIFIED CAHOKIA/ST. LOUIS,MODIFIED IL,MODIFIED USA,MODIFIED 38.57072444,MODIFIED -90.15622111
